'2011-10-7',10.8078,0.0
'2011-10-8',10.5959,0.0
'2011-10-9',10.387,0.0
'2011-10-10',10.1817,0.0
'2011-10-11',9.9802,0.0
'2011-10-12',9.7826,0.0
'2011-10-13',9.5889,0.0
'2011-10-14',9.4011,0.0
'2011-10-15',13.4774,0.0108
'2011-10-16',9.0343,0.0
'2011-10-17',8.8517,0.0
'2011-10-18',8.6764,0.0
'2011-10-19',8.5046,0.0
'2011-10-20',8.3362,0.0
'2011-10-21',8.1778,0.0
'2011-10-22',28.0017,0.0808
'2011-10-23',8.0921,0.0
'2011-10-24',8.1211,0.0
'2011-10-25',8.1312,0.0
'2011-10-26',8.0889,0.0
'2011-10-27',7.9987,0.0
'2011-10-28',7.8768,0.0
'2011-10-29',8.9871,0.0032
'2011-10-30',7.6958,0.0
'2011-10-31',7.647,0.0
'2011-11-1',7.5988,0.0
'2011-11-2',7.527,0.0
'2011-11-3',7.4274,0.0
'2011-11-4',7.3074,0.0
'2011-11-5',7.1948,0.0
'2011-11-6',19.1195,0.0422
'2011-11-7',7.2102,0.0
'2011-11-8',7.3683,0.0
'2011-11-9',8.3296,0.0013
'2011-11-10',7.8762,0.0
'2011-11-11',8.0822,0.0
'2011-11-12',8.1918,0.0
'2011-11-13',8.2001,0.0
'2011-11-14',8.1332,0.0
'2011-11-15',8.0203,0.0
'2011-11-16',7.8838,0.0
'2011-11-17',7.7375,0.0
'2011-11-18',7.5883,0.0
'2011-11-19',7.4396,0.0
'2011-11-20',7.2929,0.0
'2011-11-21',7.1487,0.0
'2011-11-22',7.0072,0.0
'2011-11-23',6.8685,0.0
'2011-11-24',6.7325,0.0
'2011-11-25',6.5992,0.0
'2011-11-26',6.4685,0.0
'2011-11-27',6.3404,0.0
'2011-11-28',6.2149,0.0
'2011-11-29',6.2583,0.0004
'2011-11-30',30.5583,0.0826
'2011-12-1',6.4886,0.0
'2011-12-2',6.9069,0.0
'2011-12-3',12.2481,0.015
'2011-12-4',8.0226,0.0
'2011-12-5',8.5113,0.0
'2011-12-6',8.8565,0.0
'2011-12-7',9.0373,0.0
'2011-12-8',9.079,0.0
'2011-12-9',9.0237,0.0
'2011-12-10',8.9099,0.0
'2011-12-11',8.7654,0.0
'2011-12-12',8.6065,0.0
'2011-12-13',8.4426,0.0
'2011-12-14',8.2782,0.0
'2011-12-15',8.1155,0.0
'2011-12-16',7.9553,0.0
'2011-12-17',7.7979,0.0
'2011-12-18',7.6436,0.0
'2011-12-19',7.4923,0.0
'2011-12-20',7.3439,0.0
'2011-12-21',7.1985,0.0
'2011-12-22',7.056,0.0
'2011-12-23',6.9163,0.0
'2011-12-24',6.7793,0.0
'2011-12-25',6.6451,0.0
'2011-12-26',6.5135,0.0
'2011-12-27',6.3845,0.0
'2011-12-28',6.2581,0.0
'2011-12-29',6.1342,0.0
'2011-12-30',6.0127,0.0
'2011-12-31',5.8936,0.0
'2012-1-1',5.7769,0.0
'2012-1-2',5.6626,0.0
'2012-1-3',5.5505,0.0
'2012-1-4',5.4406,0.0
'2012-1-5',5.333,0.0
'2012-1-6',5.2274,0.0
'2012-1-7',5.124,0.0
'2012-1-8',5.0226,0.0
'2012-1-9',4.9231,0.0
'2012-1-10',4.8257,0.0
'2012-1-11',4.7301,0.0
'2012-1-12',4.6365,0.0
'2012-1-13',4.5447,0.0
'2012-1-14',4.4547,0.0
'2012-1-15',4.3665,0.0
'2012-1-16',4.28,0.0
'2012-1-17',4.1952,0.0
'2012-1-18',4.1122,0.0
'2012-1-19',4.0307,0.0
'2012-1-20',3.951,0.0
'2012-1-21',3.8728,0.0
'2012-1-22',3.7962,0.0
'2012-1-23',3.7212,0.0
'2012-1-24',3.6477,0.0
'2012-1-25',3.5756,0.0
'2012-1-26',3.5049,0.0
'2012-1-27',3.4355,0.0
'2012-1-28',3.3675,0.0
'2012-1-29',3.3009,0.0
'2012-1-30',3.2355,0.0
'2012-1-31',3.1715,0.0
'2012-2-1',3.1087,0.0
'2012-2-2',3.0471,0.0
'2012-2-3',2.9868,0.0
'2012-2-4',2.9276,0.0
'2012-2-5',2.8697,0.0
'2012-2-6',2.8128,0.0
'2012-2-7',2.7571,0.0
'2012-2-8',2.7025,0.0
'2012-2-9',2.649,0.0
'2012-2-10',2.5966,0.0
'2012-2-11',2.5452,0.0
'2012-2-12',2.4948,0.0
'2012-2-13',2.4454,0.0
'2012-2-14',2.3969,0.0
'2012-2-15',2.3495,0.0
'2012-2-16',2.303,0.0
'2012-2-17',2.2574,0.0
'2012-2-18',2.2127,0.0
'2012-2-19',2.1688,0.0
'2012-2-20',2.1259,0.0
'2012-2-21',2.0838,0.0
'2012-2-22',2.0425,0.0
'2012-2-23',3.1771,16.1248
'2012-2-24',2.1169,0.0
'2012-2-25',2.2013,0.0
'2012-2-26',2.2762,0.0
'2012-2-27',2.3212,0.0
'2012-2-28',2.3343,0.0
'2012-2-29',2.3227,0.0
'2012-3-1',6.5004,3.2563
'2012-3-2',2.8101,0.0
'2012-3-3',3.2088,0.0
'2012-3-4',3.5693,0.0
'2012-3-5',3.8208,0.0
'2012-3-6',3.9565,0.0
'2012-3-7',15.342,0.118
'2012-3-8',4.1394,0.0
'2012-3-9',4.2142,0.0
'2012-3-10',4.2628,0.0
'2012-3-11',4.2744,0.0
'2012-3-12',4.2514,0.0
'2012-3-13',4.2028,0.0
'2012-3-14',4.1386,0.0
'2012-3-15',4.066,0.0
'2012-3-16',3.999,0.0
'2012-3-17',4.7092,0.0024
'2012-3-18',4.0401,0.0
'2012-3-19',4.1099,0.0
'2012-3-20',4.1657,0.0
'2012-3-21',4.1859,0.0
'2012-3-22',18.94,0.0294
'2012-3-23',28.0109,0.1792
'2012-3-24',4.9653,0.0
'2012-3-25',5.4236,0.0
'2012-3-26',5.7999,0.0
'2012-3-27',17.4907,0.0814
'2012-3-28',9.2104,0.007
'2012-3-29',7.0754,0.0
'2012-3-30',7.6931,0.0005
